victim,sample_index,raw_success,natural,effective_success,raw_query,effective_query
CLIP ViT-B/16,0,False,False,False,100,100
CLIP ViT-B/16,1,True,True,True,3,3
CLIP ViT-B/16,2,True,True,True,8,8
CLIP ViT-B/16,3,True,True,True,3,3
CLIP ViT-B/16,4,True,True,True,15,15
CLIP ViT-B/16,5,True,True,True,5,5
CLIP ViT-B/16,6,True,True,True,3,3
CLIP ViT-B/16,8,True,True,True,28,28
CLIP ViT-B/16,10,False,False,False,100,100
CLIP ViT-B/16,11,True,True,True,8,8
CLIP ViT-B/16,12,True,True,True,18,18
CLIP ViT-B/16,13,True,True,True,3,3
CLIP ViT-B/16,14,False,False,False,100,100
CLIP ViT-B/16,15,False,False,False,100,100
CLIP ViT-B/16,16,True,True,True,5,5
CLIP ViT-B/16,17,True,True,True,3,3
CLIP ViT-B/16,19,True,True,True,3,3
CLIP ViT-B/16,20,True,True,True,13,13
CLIP ViT-B/16,21,True,True,True,13,13
CLIP ViT-B/16,22,True,True,True,3,3
CLIP ViT-B/16,23,False,False,False,100,100
CLIP ViT-B/16,24,True,True,True,3,3
CLIP ViT-B/16,25,False,False,False,100,100
CLIP ViT-B/16,27,True,True,True,15,15
CLIP ViT-B/16,30,False,False,False,100,100
CLIP ViT-B/16,31,True,True,True,3,3
CLIP ViT-B/16,32,True,True,True,48,48
CLIP ViT-B/16,33,False,False,False,100,100
CLIP ViT-B/16,34,False,False,False,100,100
CLIP ViT-B/16,35,True,True,True,3,3
CLIP ViT-B/16,36,True,True,True,70,70
CLIP ViT-B/16,37,True,True,True,3,3
CLIP ViT-B/16,39,False,False,False,100,100
CLIP ViT-B/16,40,False,False,False,100,100
CLIP ViT-B/16,41,True,True,True,3,3
CLIP ViT-B/16,42,True,True,True,5,5
